gp_code,inbound,answer_rate,abandon_rate
L84046,3532.0,74.63193657984145,10.645526613816534
L84047,9429.0,24.58373104252837,31.795524445858522
L84048,5067.0,23.84053680678903,13.617525162818236
L84050,14997.0,66.36660665466427,7.614856304594253
L84058,15059.0,65.59532505478451,3.7585497044956506
L84060,5458.0,72.44411872480762,17.314034444851593
L84063,2725.0,66.45871559633028,4.623853211009174
L84084,4901.0,60.27341358906346,11.099775556008979
L85001,9033.0,51.688254179121,8.668216539355695
L85008,10990.0,48.853503184713375,8.13466787989081
L85012,11462.0,21.287733379863898,6.674227883440936
L85013,3274.0,71.25839951130116,11.850946854001222
L85014,6443.0,59.80133478193388,18.96632003724973
L85015,8329.0,51.07455877056069,32.22475687357426
L85016,18382.0,32.18909803068219,9.063214013709063
L85018,4947.0,57.18617343844755,5.174853446533253
L85021,10740.0,54.506517690875235,14.916201117318435
L85022,7440.0,39.314516129032256,8.64247311827957
L85024,6346.0,46.37566971320517,27.65521588402143
L85025,8982.0,76.63103985749277,2.738810955243821
L85030,9078.0,31.93434677241683,3.965631196298744
L85031,3173.0,67.53860699653325,15.537346359911755
L85039,8528.0,36.2218574108818,9.603658536585366
L85044,3655.0,76.1969904240766,3.6114911080711356
L85052,6113.0,62.555210207753966,2.3883526909864226
L85053,2880.0,76.25,3.4027777777777777
L85054,5778.0,57.04395984769817,12.166839736933195
L85055,5001.0,70.96580683863228,11.71765646870626
L85609,5717.0,51.68794822459332,9.323071541018017
Y01127,3692.0,71.0184182015168,7.908992416034669
Y01922,6032.0,65.84880636604774,9.665119363395226
Y02517,7552.0,58.36864406779661,5.998411016949152
Y02519,10130.0,51.36229022704837,19.447186574531095
J81022,3486.0,66.63798049340218,14.457831325301205
J81029,4136.0,47.09864603481625,16.779497098646036
J81039,3672.0,74.53703703703704,5.201525054466231
J81631,1227.0,69.60065199674001,9.7799511002445
J81647,5475.0,75.85388127853881,8.237442922374429
J83002,6661.0,81.60936796276836,5.975078816994445
J83043,3845.0,55.76072821846554,5.721716514954486
L81068,5334.0,38.826396700412445,16.479190101237347
L81123,3701.0,56.63334233990813,13.482842475006755
L82048,2405.0,78.25363825363826,10.187110187110187
L82057,1955.0,62.50639386189258,13.09462915601023
L83024,4315.0,87.09154113557358,3.05909617612978
L83046,4239.0,76.17362585515451,2.5713611700872847
L83057,2692.0,69.20505200594354,10.215453194650816
L83064,4958.0,59.43929003630496,16.3574021782977
L83115,3106.0,76.01416613007083,3.734707018673535
L83639,2122.0,66.68237511781338,11.357210179076343
L84045,4706.0,51.01997450063748,14.449638759031025
L84053,2853.0,37.67963547143358,15.842972309849282
L84065,3168.0,72.63257575757575,7.512626262626263
L84067,4731.0,66.66666666666667,9.469456774466286
L85032,2250.0,78.13333333333334,7.733333333333333
L85034,3980.0,57.8643216080402,10.301507537688442
L85038,4397.0,69.16079144871503,12.394814646349785
L85062,4070.0,50.761670761670764,8.525798525798526
Y02633,2727.0,83.57169050238357,1.5768243491015768
L83013,7528.0,59.24548352816153,9.497874601487778
L81643,2068.0,72.09864603481624,4.158607350096712
G81006,3539.0,58.34981633229726,6.555524159367053
G81011,11347.0,20.719132810434477,29.628976822067507
G81012,5597.0,54.95801322136859,8.558156155083081
G81019,9653.0,48.005801305293694,14.596498497876308
G81021,11748.0,47.06332992849847,18.41164453524004
G81029,9615.0,63.203328133125325,5.772230889235569
G81047,4610.0,39.47939262472885,10.216919739696312
G81048,6014.0,47.306285334220156,7.100099767209843
G81049,3511.0,59.49871831387069,8.57305610937055
G81050,10684.0,44.477723698989145,8.657806065144142
G81052,3752.0,54.53091684434968,15.325159914712154
G81061,2649.0,73.91468478671197,5.549263873159683
G81065,1912.0,82.11297071129707,2.8242677824267783
G81070,9846.0,11.57830591102986,22.54722730042657
G81071,3003.0,76.4901764901765,8.624708624708624
G81076,7076.0,52.020915771622384,3.8157150932730355
G81082,3528.0,69.44444444444444,7.1145124716553285
G81088,10363.0,34.941619222232944,16.838753256778926
G81095,23343.0,5.958959859486784,17.461337445915262
G81096,1652.0,80.75060532687651,1.2106537530266344
G81104,14284.0,13.85466255950714,26.83422010641277
G82002,5332.0,47.993248312078016,12.790697674418604
G82018,4144.0,63.8996138996139,5.622586872586872
G82022,4655.0,62.44897959183673,17.03544575725027
G82024,10054.0,33.65824547443803,16.05331211458126
G82027,22149.0,35.667524493205114,15.400243803331978
G82028,10509.0,29.898182510229326,15.263107812351318
G82036,4739.0,59.97045790251108,9.031441232327495
G82038,3066.0,88.35616438356165,2.152641878669276
G82041,4702.0,70.69332199064227,6.550404083368779
G82042,11914.0,48.47238542890717,16.123887863018297
G82044,7417.0,47.8764999325873,15.033032223270864
G82051,7106.0,37.306501547987615,12.39797354348438
G82052,6726.0,49.643175735950045,20.47279214986619
G82055,7366.0,44.06733641053489,13.0328536519142
G82060,9796.0,56.61494487545937,19.855042874642713
G82063,6112.0,41.96662303664922,13.93979057591623
G82074,6008.0,42.693075898801595,8.988015978695072
G82077,5272.0,22.51517450682853,18.474962063732928
G82079,7595.0,62.883475971033576,7.8867676102699145
G82080,10027.0,57.275356537349154,11.638575845217911
G82082,8253.0,58.17278565370169,4.786138373924634
G82083,5680.0,54.71830985915493,6.954225352112676
G82085,5785.0,52.999135695764906,15.090751944684529
G82089,5460.0,59.175824175824175,13.095238095238095
G82090,11864.0,40.65239379635873,4.728590694538099
G82095,6206.0,67.01579116983564,6.848211408314534
G82100,8022.0,8.202443280977313,28.484168536524557
G82106,5499.0,55.501000181851246,5.80105473722495
G82107,4899.0,60.62461726883037,8.226168605837927
G82108,5633.0,38.93129770992366,43.795490857447184
G82111,4574.0,75.42632269348492,5.159597726278968
G82114,13878.0,34.78887447759043,12.076668107796513
G82117,5710.0,66.72504378283713,14.098073555166375
G82118,4728.0,32.36040609137056,28.04568527918782
G82121,4264.0,62.75797373358349,14.094746716697935
G82126,7782.0,60.100231303006936,15.291698792084297
G82135,6804.0,67.53380364491476,9.59729570840682
G82140,4359.0,55.3337921541638,11.309933470979583
G82141,4733.0,54.70103528417494,19.945066553982674
G82142,6234.0,63.63490535771575,4.170676932948348
G82147,4740.0,30.337552742616033,11.181434599156118
G82150,3898.0,48.38378655720882,13.442791174961519
G82155,2578.0,71.2567882079131,4.926299456943367
G82160,7688.0,53.511966701352755,6.542663891779396
G82161,12340.0,49.789303079416534,5.47001620745543
G82162,3077.0,57.29606759831004,9.13227169320767
G82164,4258.0,64.2555190230155,7.7031470173790515
G82200,4781.0,54.23551558251412,17.757791257059193
G82219,4436.0,55.63570784490532,6.289449954914337
G82224,2392.0,66.22073578595318,9.698996655518394
G82229,3272.0,58.95476772616137,11.399755501222494
G82600,1939.0,47.39556472408458,23.465703971119133
G82604,8395.0,68.10005955926147,5.253126861226921
G82635,1519.0,58.196181698485844,12.047399605003292
G82641,4306.0,54.99303297724106,11.33302368787738
G82697,5667.0,60.543497441326984,9.07005470266455
G82730,5348.0,64.26701570680628,3.6462228870605835
G82768,2709.0,69.76744186046511,6.755260243632336
G82802,2836.0,77.36248236953456,2.750352609308886
G82888,2883.0,62.19216094346167,13.14602844259452
H81003,5910.0,61.742808798646365,18.460236886632824
H81016,5504.0,78.56104651162791,4.796511627906977
H81028,4926.0,56.98335363377994,12.870483150629314
H81030,14352.0,46.91332218506132,9.887123745819398
H81032,4698.0,51.95828011919966,8.024691358024691
H81033,8077.0,48.60715612232264,7.267549832858735
H81034,3778.0,74.11328745367919,6.220222339862361
H81039,2560.0,63.4375,8.125
H81043,3584.0,64.56473214285714,2.7622767857142856
H81047,6771.0,58.10072367449417,13.05567862944912
H81048,3611.0,58.46026031570202,11.57574079202437
H81053,4799.0,70.88976870181288,12.148364242550532
H81055,5930.0,54.30016863406408,5.81787521079258
H81057,4062.0,56.30231413096997,17.74987690792713
H81058,6357.0,69.76561271039799,17.870064495831368
H81064,4357.0,64.99885242139086,6.449391783337159
H81065,4746.0,58.13316477033291,8.470290771175726
H81069,9958.0,66.0473990761197,6.206065474994979
H81071,3210.0,59.75077881619938,4.26791277258567
H81073,6352.0,40.96347607052897,15.018891687657431
H81074,2396.0,65.15025041736227,6.76126878130217
H81075,4190.0,53.627684964200476,24.534606205250597
H81077,3523.0,73.31819472040874,8.515469770082316
H81080,5333.0,41.590099381211324,17.194824676542282
H81082,3434.0,75.77169481654047,6.7268491555037855
H81086,1262.0,51.188589540412046,11.727416798732172
H81090,4267.0,69.46332317787673,4.194984766815092
H81091,9749.0,29.99281977638732,10.616473484459945
H81094,4506.0,57.52330226364847,4.993342210386152
H81099,3548.0,76.07102593010147,9.07553551296505
H81103,4045.0,63.040791100123606,8.875154511742892
H81110,2882.0,79.77099236641222,3.435114503816794
H81111,13500.0,54.43703703703704,17.562962962962963
H81116,4496.0,49.154804270462634,5.182384341637011
H81122,4127.0,62.56360552459414,5.4276714320329535
H81123,1533.0,62.68754076973255,6.523157208088715
H81130,8617.0,57.39816641522572,10.78101427410932
H81133,14852.0,41.5903582009157,7.244815513062214
H81615,6167.0,53.52683638722231,13.491162639857304
H81638,19367.0,55.21247482831621,3.583415087520008
H81642,2422.0,54.706853839801816,24.73162675474814
H81643,1414.0,53.60678925035361,31.400282885431402
H81644,3355.0,49.418777943368106,11.922503725782414
H81656,4158.0,61.904761904761905,12.746512746512746
H82003,3759.0,75.60521415270019,10.747539239159352
H82004,2255.0,78.18181818181819,2.261640798226164
H82005,4484.0,60.81623550401427,6.467439785905442
H82011,6813.0,53.397915749302804,6.942609716718039
H82012,5514.0,76.78636198766776,3.33696046427276
H82014,8804.0,15.481599273057702,10.449795547478418
H82017,8445.0,41.847246891651864,14.967436352871522
H82020,1982.0,43.895055499495456,24.06659939455096
H82021,4036.0,58.25074331020813,9.217046580773042
H82025,8379.0,63.96944742809404,6.611767514023153
H82027,1809.0,74.46102819237147,10.558319513543394
H82030,7683.0,57.607705323441365,9.267213328127033
H82031,3567.0,56.40594336977853,10.625175217269414
H82034,22297.0,19.002556397721666,7.027851280441315
H82035,4157.0,60.69280731296608,9.814770267019485
H82037,6225.0,60.144578313253014,11.951807228915662
H82042,7221.0,38.34648940589946,10.469464063149148
H82045,16050.0,38.04984423676012,14.417445482866043
H82052,9226.0,50.23845653587687,7.630609148059831
H82056,6971.0,69.12924974895998,5.494190216611677
H82057,7236.0,64.35876174682144,24.502487562189053
H82060,4264.0,53.30675422138837,9.615384615384615
H82063,6598.0,56.123067596241285,7.16883904213398
H82064,6647.0,50.082744095080486,10.711599217692193
H82065,10688.0,31.773952095808383,12.5374251497006
H82072,3794.0,43.72693726937269,27.543489720611493
H82077,1393.0,67.62383345297918,17.73151471643934
H82078,3745.0,59.83978638184246,8.144192256341789
H82084,4045.0,54.585908529048204,18.34363411619283
H82089,4246.0,68.06406029203957,11.987753179463024
H82096,3592.0,56.23608017817372,5.011135857461024
H82100,5405.0,51.50786308973173,5.49491211840888
J82001,4725.0,81.18518518518519,3.5978835978835977
J82007,17495.0,47.13918262360674,16.016004572735067
J82009,6641.0,53.937659990965216,11.684987200722782
J82012,3294.0,75.01517911353977,8.19672131147541
J82016,5423.0,70.09035589157293,5.8454729854324174
J82018,6238.0,61.07726835524206,14.379608848990062
J82019,7627.0,67.66749704995411,14.94689917398715
J82021,4080.0,67.32843137254902,10.343137254901961
J82024,10036.0,23.296133917895578,9.007572738142686
J82026,5890.0,53.2427843803056,17.31748726655348
J82028,14835.0,34.91742500842602,11.863835524098416
J82033,3727.0,62.2752884357392,24.09444593506842
J82054,6067.0,55.7606724905225,9.939014339871436
J82055,4079.0,34.175042902672224,20.470703603824468
J82058,9240.0,47.73809523809524,11.634199134199134
J82059,4120.0,62.18446601941748,14.854368932038835
J82060,4764.0,32.66162888329135,12.678421494542402
J82061,4598.0,76.94649847759895,4.545454545454546
J82062,8575.0,68.26822157434403,9.60932944606414
J82066,12586.0,17.956459558239313,4.560622914349277
J82067,6715.0,50.72226358897989,6.939687267311988
J82069,21628.0,34.58942112076937,8.761790271869799
J82071,9535.0,75.93078133193498,5.453592029365495
J82074,9404.0,56.99702254359847,18.332624415142494
J82076,11018.0,38.546015610818664,16.055545471047378
J82081,14100.0,47.04255319148936,7.560283687943262
J82082,6480.0,57.26851851851852,8.472222222222221
J82083,14496.0,22.999448123620308,9.554359823399558
J82085,12577.0,62.542736741671305,10.225013914287986
J82087,4907.0,76.95129406969635,3.6682290605257797
J82094,6649.0,53.767483832155214,8.753195969318694
J82098,18092.0,21.219323457881938,7.091532168914437
J82104,5893.0,60.63125742406245,7.737994230442898
J82122,4089.0,62.19124480313035,15.749572022499388
J82129,3675.0,72.4625850340136,6.557823129251701
J82132,9833.0,48.16434455405268,7.301942438726736
J82134,11866.0,22.105174448002696,11.714141243890106
J82136,5978.0,64.65373034459685,8.364001338240215
J82142,6885.0,37.138707334785764,5.8387799564270155
J82144,9724.0,41.34101192924722,19.44672974084739
J82145,8893.0,37.37771280782638,11.312268076014844
J82147,3072.0,72.68880208333333,2.0182291666666665
J82150,4638.0,63.79905131522208,8.387235877533419
J82151,3988.0,64.76930792377131,3.0842527582748245
J82154,8784.0,49.45355191256831,24.24863387978142
J82157,4844.0,27.332782824112304,18.55904211395541
J82178,5124.0,61.39734582357533,2.4004683840749412
J82181,4492.0,62.956366874443454,5.075690115761353
J82184,1730.0,75.95375722543352,8.959537572254336
J82194,7952.0,56.7907444668008,7.432092555331992
J82201,5393.0,51.7337289078435,10.087150009271278
J82207,5208.0,82.5652841781874,2.880184331797235
J82210,4853.0,81.10447146095198,7.644755821141562
J82216,10275.0,30.121654501216543,9.62530413625304
J82218,3714.0,66.10123855681206,14.081852450188476
J82622,13192.0,54.48756822316555,4.0479078229229835
J82640,4156.0,76.68431183830606,3.248315688161694
J82669,3803.0,61.58296082040494,13.620825663949514
J84003,4707.0,71.51051625239006,8.965370724452942
J84007,3526.0,85.0255246738514,7.345433919455473
J84012,8601.0,59.202418323450765,22.009068712940355
J84019,7901.0,62.38450829008986,8.176180230350589
K81001,6544.0,63.798899755501225,4.874694376528117
K81012,5133.0,76.73874926943309,10.05260081823495
K81018,4568.0,70.7092819614711,4.816112084063048
K81020,9311.0,56.80378047470734,5.563312211362904
K81022,12463.0,54.34486078793228,7.0207815132793066
K81028,3834.0,72.7699530516432,7.642149191444966
K81036,7016.0,69.09920182440136,6.228620296465222
K81040,11758.0,45.27130464364688,14.611328457220615
K81043,14394.0,38.09226066416562,6.912602473252744
K81047,10186.0,52.04201845670528,6.646377380718634
K81048,4808.0,52.32945091514143,1.3103161397670549
K81050,5776.0,61.063019390581715,7.617728531855955
K81055,4502.0,66.03731674811195,6.352732119058197
K81069,8114.0,53.943800838057676,7.222085284693123
K81074,4810.0,53.90852390852391,8.336798336798337
K81075,15360.0,30.162760416666668,11.295572916666666
K81077,5321.0,65.42003382822777,14.95959406126668
K81082,4228.0,74.59791863765373,4.328287606433302
K81084,3535.0,63.677510608203676,4.243281471004243
K81086,9807.0,51.75894769042521,2.9570714795554194
K81097,3079.0,60.44170185125041,5.781097759012667
K81103,3913.0,73.29414771275236,5.468949654996167
K81616,3797.0,64.12957598103766,6.426125888859626
K81633,6183.0,56.202490700307294,6.58256509784894
K81651,5683.0,50.00879816998064,5.806792187225057
K82001,3994.0,63.11967951927892,11.166750125187782
K82004,4603.0,54.551379535085815,7.169237453834456
K82006,3076.0,73.6996098829649,4.811443433029909
K82007,11641.0,60.08074907653982,15.496950433811529
K82010,3771.0,64.30654998674092,15.30098117210289
K82011,4669.0,36.603127007924606,21.417862497322766
K82012,3729.0,63.6095467953875,6.167873424510593
K82014,2813.0,64.2730181301102,3.0927835051546393
K82017,7947.0,54.24688561721404,5.436013590033975
K82019,7942.0,34.575673633845376,8.373205741626794
K82023,13830.0,37.071583514099785,13.93347794649313
K82024,6368.0,49.43467336683417,6.312814070351759
K82030,4645.0,62.66953713670613,9.752421959095802
K82046,10347.0,52.160046390258046,12.680003865854838
K82049,5570.0,41.651705565529625,12.926391382405745
K82066,5448.0,70.48458149779735,5.910425844346549
K82070,8446.0,33.862183282027,13.00023679848449
K84003,2615.0,72.77246653919694,3.9005736137667304
K84004,6502.0,66.53337434635496,6.1827130113811135
K84006,5418.0,42.15577703949797,16.00221483942414
K84007,5728.0,52.75837988826816,8.432262569832401
K84009,5627.0,73.34281144481962,8.690243468988804
K84011,6105.0,79.39393939393939,5.945945945945946
K84015,1967.0,88.30706659888155,1.677681748856126
K84016,6468.0,74.07235621521336,4.901051329622758
K84019,5873.0,34.258470968840456,15.545717691128894
K84021,3166.0,75.14213518635502,6.822488945041061
K84024,4135.0,52.35792019347038,3.9903264812575574
K84028,16177.0,51.79575941151017,2.9115410768374854
K84030,4919.0,63.48851392559463,4.4317950803008745
K84031,1754.0,50.22805017103763,26.45381984036488
K84032,4814.0,61.09264644786041,12.339011217282925
K84037,11691.0,48.592934736121805,11.196646993413736
K84038,7100.0,48.54929577464789,15.76056338028169
K84041,7839.0,60.49240974614109,6.799336650082918
K84043,6389.0,53.858193770543124,19.78400375645641
K84045,4014.0,65.24663677130044,8.868958644743397
K84050,7309.0,64.55055411136955,5.2811602134354905
K84051,8616.0,28.27298050139276,8.809192200557103
K84055,3936.0,65.34552845528455,10.238821138211382
K84058,5440.0,62.279411764705884,17.683823529411764
K84062,6957.0,54.11815437688659,6.453931292223659
K84063,4085.0,66.90330477356181,13.61077111383109
K84065,2279.0,61.167178587099606,23.562966213251425
K84075,3574.0,56.40738668158926,11.19194180190263
K84078,3694.0,78.4244721169464,12.804547915538711
K84079,2616.0,71.02446483180428,8.180428134556575
K84080,5316.0,64.3152746425884,7.44920993227991
K84082,5953.0,15.689568284898371,27.213169830337645
K84605,1910.0,79.94764397905759,2.4083769633507854
K84613,8801.0,66.78786501533916,2.4315418702420177
K84624,2663.0,71.49831017649268,4.318437852046564
Y01281,2286.0,90.20122484689414,1.268591426071741
Y01964,7664.0,47.45563674321503,8.650835073068894
Y02476,4202.0,65.68300809138505,8.162779628748215
Y02676,3671.0,62.95287387632798,3.6229910106238084
G81008,11459.0,34.69761759315821,11.842220089013002
G81057,5704.0,33.87096774193548,14.007713884992988
G81694,2059.0,30.160271976687714,3.3511413307430793
G82019,3982.0,40.58262179809141,20.743345052737318
G82073,3319.0,45.25459475745706,9.129255799939742
G82086,3827.0,59.10634962111315,9.746537758035014
G82110,4185.0,47.86140979689367,7.025089605734767
G82154,3547.0,32.33718635466592,7.527488018043417
G82203,3505.0,51.18402282453638,17.74607703281027
G82658,3030.0,68.97689768976898,8.448844884488448
G82721,2171.0,60.43298019345924,5.25103638876094
G82763,1902.0,68.5068349106204,3.680336487907466
G82790,4142.0,70.25591501690005,15.427329792370836
G82796,3660.0,72.62295081967213,12.650273224043715
H81038,988.0,73.17813765182186,9.109311740890687
H81078,6144.0,73.01432291666667,3.90625
H81081,5296.0,62.33006042296073,14.218277945619336
H81109,2114.0,68.77956480605488,7.757805108798486
H81632,1136.0,68.75,8.538732394366198
H82006,3542.0,56.60643704121965,16.600790513833992
H82022,6522.0,63.47746090156394,3.3731984053971176
H82039,7545.0,25.632869449966865,16.845593108018555
H82050,3966.0,76.04639435199194,8.799798285426123
H82098,4238.0,62.85983954695611,12.529495044832467
H82615,5005.0,50.56943056943057,19.22077922077922
H82640,4940.0,69.23076923076923,6.396761133603239
J82025,6430.0,64.68118195956454,12.877138413685847
J82039,5855.0,50.67463706233988,5.3800170794193
J82106,3980.0,64.44723618090453,7.336683417085427
J82115,3130.0,72.61980830670926,2.8753993610223643
J82198,3323.0,53.50586819139332,13.812819741197712
J82605,1598.0,79.97496871088862,2.8785982478097623
J82625,2450.0,72.24489795918367,11.63265306122449
J84008,3197.0,54.394745073506414,26.524867062871444
K81041,4419.0,58.72369314324508,9.097080787508487
K81070,3432.0,63.315850815850816,11.276223776223777
K84042,3765.0,68.26029216467464,5.949535192563081
G81042,3800.0,66.1842105263158,10.236842105263158
G81023,3542.0,73.37662337662337,5.618294748729531
C81004,6376.0,57.63801756587202,10.75909661229611
C81012,16046.0,29.097594416053845,27.832481615355853
